Tab;SIGNAL NAME;TEST_VALERE;"PORT ADDRESS 
(in decimal)";"OFFSET 
(number of bits, in decimal)";SIZE ;"TYPE 
(integer, float, boolean)";"Signed/
Unsigned";Sender;Receiver;Description;Type;Test 6 mai 2021;Fait;Configuration V1;Type de message V1;Fréquence pour logger;Testé via;Valeur en permanence sur MVB;Valeurs furtives sur MVB
DDU;DD_CIOSAck159;;0x121;159;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck159;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck160;;0x121;160;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck160;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck161;;0x121;161;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck161;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck162;;0x121;162;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck162;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck163;;0x121;163;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck163;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck164;;0x121;164;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck164;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck165;;0x121;165;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck165;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck166;;0x121;166;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck166;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck167;;0x121;167;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck167;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck168;;0x121;168;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck168;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck169;;0x121;169;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck169;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck170;;0x121;170;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck170;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck171;;0x121;171;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck171;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck172;;0x121;172;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck172;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck173;;0x121;173;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck173;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck174;;0x121;174;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck174;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck175;;0x121;175;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck175;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck176;;0x121;176;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck176;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck177;;0x121;177;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck177;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck178;;0x121;178;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck178;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck179;;0x121;179;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck179;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck180;;0x121;180;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck180;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck181;;0x121;181;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck181;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck182;;0x121;182;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck182;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck183;;0x121;183;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck183;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck184;;0x121;184;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck184;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck185;;0x121;185;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck185;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck186;;0x121;186;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck186;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck187;;0x121;187;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck187;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck188;;0x121;188;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck188;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck189;;0x121;189;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck189;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck190;;0x121;190;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck190;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck191;;0x121;191;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck191;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck192;;0x121;192;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck192;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck193;;0x121;193;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck193;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck194;;0x121;194;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck194;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck195;;0x121;195;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck195;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck196;;0x121;196;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck196;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck197;;0x121;197;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck197;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck198;;0x121;198;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck198;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck199;;0x121;199;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck199;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck200;;0x121;200;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck200;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck201;;0x121;201;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck201;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck202;;0x121;202;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck202;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck203;;0x121;203;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck203;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck204;;0x121;204;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck204;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck205;;0x121;205;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck205;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck206;;0x121;206;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck206;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck207;;0x121;207;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck207;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck208;;0x121;208;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck208;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck209;;0x121;209;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck209;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck210;;0x121;210;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck210;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck211;;0x121;211;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck211;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck212;;0x121;212;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck212;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck213;;0x121;213;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck213;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck214;;0x121;214;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck214;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck215;;0x121;215;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck215;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck216;;0x121;216;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck216;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck217;;0x121;217;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck217;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck218;;0x121;218;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck218;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck219;;0x121;219;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck219;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck220;;0x121;220;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck220;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck221;;0x121;221;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck221;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck222;;0x121;222;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck222;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck223;;0x121;223;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck223;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck224;;0x121;224;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck224;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck225;;0x121;225;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck225;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck226;;0x121;226;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck226;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck227;;0x121;227;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck227;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck228;;0x121;228;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck228;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck229;;0x121;229;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck229;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck230;;0x121;230;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck230;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck231;;0x121;231;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck231;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck232;;0x121;232;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck232;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck233;;0x121;233;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck233;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck234;;0x121;234;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck234;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck235;;0x121;235;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck235;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck236;;0x121;236;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck236;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck237;;0x121;237;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck237;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck238;;0x121;238;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck238;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck239;;0x121;239;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck239;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck240;;0x121;240;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck240;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck241;;0x121;241;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck241;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck242;;0x121;242;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck242;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck243;;0x121;243;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck243;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck244;;0x121;244;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck244;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck245;;0x121;245;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck245;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck246;;0x121;246;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck246;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOSAck247;;0x121;247;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOSAck247;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CGTWSpare121_248;;0x121;248;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;Spare de l'octet de validité;Spare;N;;N;NA;;;;
DDU;DD_CGTWSpare121_249;;0x121;249;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;Spare de l'octet de validité;Spare;N;;N;NA;;;;
DDU;DD_CGTWSpare121_250;;0x121;250;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;Spare de l'octet de validité;Spare;N;;N;NA;;;;
DDU;DD_CGTWSpare121_251;;0x121;251;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;Spare de l'octet de validité;Spare;N;;N;NA;;;;
DDU;DD_CGTWSpare121_252;;0x121;252;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;Spare de l'octet de validité;Spare;N;;N;NA;;;;
DDU;DD_CGTWSpare121_253;;0x121;253;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;Spare de l'octet de validité;Spare;N;;N;NA;;;;
DDU;DD_CCheckPort_121;;0x121;254;2;BYTE;ANTIVALENT2;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;offset reel: 31-0;Paramètre;Y;X;N;NA;;;;
DDU;DD_CCVS1OK;1;0x122;0;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat du CVS 1;Etat;N;;A ajouter;valere_test;;;;
DDU;DD_CCVS2OK;;0x122;1;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat du CVS 2;Etat;N;;NA;NA;;;;
DDU;DD_CPantoInter;0;0x122;2;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat Pantographe;Etat;N;;A ajouter;;;;;
DDU;DD_CLineNumber;;0x122;3;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;option saisie numéro de ligne à la DDU;Etat;N;;N;NA;;;;
DDU;DD_CSoundLevelAdjust;;0x122;4;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;"Option écran ""Réglage sonore extérieur """;Etat;N;;N;NA;;;;
DDU;DD_CMSBInPlatZone;0;0x122;5;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Déclenchement FMS;Défaut;N;;A étudier;;;;;
DDU;DD_CPlatZone;1;0x122;6;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Signalisation zone de dégagement de quai;Etat;N;;A ajouter;;;;;
DDU;DD_CDctPwrCab1U1;1;0x122;7;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Commutateur d'alimentation directe;Etat;N;;A ajouter;;;;;
DDU;DD_CDctPwrCab1U2;;0x122;8;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Commutateur d'alimentation directe;Etat;N;;NA;NA;;;;
DDU;DD_CDctPwrCab1U3;;0x122;9;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Commutateur d'alimentation directe;Etat;N;;NA;NA;;;;
DDU;DD_CDctPwrCab2U1;0;0x122;10;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Commutateur d'alimentation directe;Etat;N;;A ajouter;;;;;
DDU;DD_CDctPwrCab2U2;;0x122;11;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Commutateur d'alimentation directe;Etat;N;;NA;NA;;;;
DDU;DD_CDctPwrCab2U3;;0x122;12;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Commutateur d'alimentation directe;Etat;N;;NA;NA;;;;
DDU;DD_CCab1InServ;;0x122;13;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Cabine active/non active;Etat;Y;X;Y;mre_live;;;Y;
DDU;DD_CCab2InServ;;0x122;14;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Cabine active/non active;Etat;Y;X;Y;mre_live;;;Y;
DDU;DD_CPantoDown;0;0x122;15;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat Pantographe;Etat;N;;A ajouter;;;;;
DDU;DD_CPantoLocked;;0x122;16;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat Pantographe;Etat;N;;A ajouter;;;;;
DDU;DD_CPantoUp;;0x122;17;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat Pantographe;Etat;N;;A ajouter;;;;;
DDU;DD_CEmerBrak;;0x122;18;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Déclenchement FU;Défaut;Y;X;A étudier;;;;;
DDU;DD_CSafeBrak;;0x122;19;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Déclenchement FS;Défaut;Y;X;A étudier;;;;;
DDU;DD_CBCE1BrkAppl;;0x122;20;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins appliqués;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE1BrkIsolated;;0x122;21;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins isolés ;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE1BrkRel;;0x122;22;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins non appliqués;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE2BrkAppl;;0x122;23;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins appliqués;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE2BrkIsolated;;0x122;24;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins isolés ;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE2BrkRel;;0x122;25;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins non appliqués;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE3BrkAppl;;0x122;26;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins appliqués;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE3BrkIsolated;;0x122;27;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins isolés ;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE3BrkRel;;0x122;28;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins non appliqués;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE4BrkAppl;;0x122;29;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins appliqués;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE4BrkIsolated;;0x122;30;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins isolés ;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE4BrkRel;;0x122;31;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins non appliqués;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE5BrkAppl;;0x122;32;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins appliqués;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE5BrkIsolated;;0x122;33;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins isolés ;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE5BrkRel;;0x122;34;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins non appliqués;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE6BrkAppl;;0x122;35;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins appliqués;Etat;N;;A ajouter;;;;;
DDU;DD_CBCE6BrkIsolated;;0x122;36;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22;Etat freins isolés ;Etat;N;;A ajouter;;;;;
